4 4096
2387	1627	2622	2280
4649	3314	8481	5366
5102	9191	1071	6879
9224	4050	2865	597
5647	9541	2948	2942
4592	4848	5096	6630
7162	8997	4857	3666
1375	7197	6313	3383
3448	8089	9786	9106
6710	3066	3498	2111
1413	2523	9212	3878
8655	5874	6795	9280
335	8354	5825	5599
8256	9851	3316	3444
6726	6029	918	735
7817	6004	6916	9945
4435	1484	756	9916
1353	409	8173	9524
4637	3016	5031	7613
7541	7728	1586	8008
2683	6836	9803	2017
134	9572	4963	2529
6065	4975	4356	4884
6175	3239	6235	7246
6965	1990	3810	799
6861	9588	834	2204
3518	8768	2326	5250
3149	3013	235	1866
5112	4402	1585	8027
1276	1126	872	7642
9257	3364	1780	3038
4500	8932	2118	6753
436	8888	45	6836
7873	3955	7059	6210
5493	6631	291	126
4121	6629	5901	726
5266	2598	2890	9911
3685	5162	1381	8864
2519	3333	2565	9158
7630	7502	6546	6650
1539	4853	9263	5325
8096	8072	5077	4375
1724	1828	45	8691
3170	6691	1308	303
4181	7330	7333	2260
8868	6742	5978	2733
2705	5461	7122	6862
6672	910	2134	5203
7476	1961	8964	5651
936	4548	6724	3894
6420	7991	6104	5401
5952	6273	5485	5176
8944	6147	2627	4015
4803	7298	5193	1833
2814	6312	544	3873
4594	6402	6793	3074
1836	7749	8525	1803
9394	4761	121	9151
8917	8886	5217	4741
9840	2156	5380	6689
4634	6630	7263	9793
1689	2870	8257	957
3750	7430	8301	8439
4029	9644	3909	679
5050	2990	1996	8455
8024	5220	398	2442
6627	434	1749	669
5807	8065	1117	3837
2472	4972	7605	5832
5044	6466	1976	9838
2794	945	8733	4043
8581	2669	6955	1805
7958	8195	6693	4504
9811	2901	6078	8462
2925	8783	4943	940
3190	3028	4987	3618
8088	1990	7573	4835
6174	4771	6444	8705
2698	5215	3746	966
7324	3522	6204	8184
796	1866	3872	603
6655	1717	8069	2630
9005	2287	2073	6277
6981	8843	7132	8400
6825	3732	2012	559
6499	8060	3967	1058
5722	980	167	4789
4012	279	1383	5276
9321	5109	8917	5061
9774	6247	3573	7634
633	78	5386	5364
2183	9067	4803	4119
8373	2183	4999	4033
5410	8581	2749	7286
8393	6647	9919	6586
7061	319	864	5699
613	81	3452	3452
4091	4513	1029	3068
655	1801	3254	3919
1057	3806	4578	5165
4393	5151	2878	1126
6321	6310	854	3781
1324	6537	6973	2985
7811	2757	490	1093
6104	2903	3369	279
3180	4295	7652	5480
1293	2603	9128	1759
6034	9764	9020	8787
9266	8380	1539	9053
4899	3078	9286	1277
5871	4394	3975	870
3927	4099	5789	3743
9665	8260	1581	2391
7471	2249	8381	7439
269	3678	9398	7202
6838	1600	2431	3043
330	7831	2298	6795
2350	7827	8224	7464
6965	4994	8919	5572
1052	8331	2152	6133
672	6507	2899	3632
393	2746	7813	5219
116	8399	7421	3790
2277	762	1328	6179
6869	7370	4645	9844
7616	8522	5899	7492
6531	7282	7479	5483
2532	2422	8662	620
9089	7557	6624	761
7351	2191	5687	1455
9112	7206	6769	6082
680	4857	3433	7290
5706	6732	7422	7835
1529	4743	7058	2076
951	9920	6352	3682
4054	6377	5980	6116
8407	9626	4029	8583
459	3560	3972	9485
5577	7033	2623	2695
2839	8553	7827	5106
3042	1356	5040	3461
791	1406	4934	5526
4910	977	7711	5532
3906	1589	6980	6958
3362	6268	7022	7099
4633	6919	777	5681
6298	7113	4316	7537
9012	9572	8123	8083
6000	639	1506	4670
7666	6146	7407	6472
5738	3154	4903	6088
6386	5285	1046	6457
8842	4709	5757	4494
5741	4275	5699	8867
2474	3428	187	209
983	1107	99	9031
9030	4425	6304	3612
176	6082	6089	6402
2358	5556	1726	4091
7458	1117	3808	5809
6322	3715	4616	6062
9319	4062	9415	6385
7625	2173	8697	1915
3807	3538	208	7365
4193	8397	8801	5725
9883	3531	1307	340
1901	1968	2776	8426
8558	1448	300	389
4943	472	5633	4164
8616	6597	7445	1476
3509	1422	1293	3157
1936	2333	89	8077
9187	5941	6718	1517
2632	5075	1242	5734
8597	7667	5905	8992
4826	2149	8115	7143
4487	5577	241	4775
7363	3068	498	4474
9921	381	891	4272
7807	7854	6248	8825
2751	1073	3492	174
1641	7572	5436	6165
456	4417	9123	6737
8862	4206	5099	1249
4078	4751	783	7066
6664	2176	1654	3699
6124	5820	8441	788
9685	1100	3088	8023
1386	1417	424	3398
3106	262	2157	8141
6641	7572	9985	4351
9530	4129	5242	2118
1889	897	4079	7015
868	6309	3747	5204
2515	2588	5688	214
6517	1629	1736	7024
9133	8483	7193	7601
3195	7222	745	9411
2510	8846	5539	2173
8880	971	9503	3670
1643	7798	5204	7035
5284	1729	9727	2320
564	4773	7405	4958
6576	2280	1704	8177
2464	167	8624	1614
147	741	4809	2882
4546	7113	4531	1971
7099	5611	4679	4310
3185	6064	3899	3130
9603	6641	7715	1987
8041	5309	7083	352
7308	9848	9572	3688
3157	9281	9295	8349
2678	810	4180	3564
5806	2897	2033	9290
6669	846	9355	7262
8966	2677	6887	5707
7616	4565	8714	7615
9583	3159	1578	9178
4857	4228	2579	8671
5570	558	7931	1852
5048	2928	1767	9268
4035	46	2222	8872
2731	6605	7152	8319
1916	9204	8464	8157
7518	9139	6037	6207
3498	2826	215	7830
5660	3684	523	8145
217	2909	7645	1789
8768	2946	9371	2209
7061	8855	642	9626
6286	7712	6857	9929
6029	1561	1701	5794
3804	3620	3722	8890
913	949	5158	1893
813	3023	461	3567
7209	9824	2358	8779
3961	8393	5770	2359
7316	7447	3826	8520
4231	7479	467	2852
3875	3467	1480	5301
6889	6887	9592	2583
6373	1913	1567	6825
2790	2838	5054	3522
4953	1966	944	1438
3386	7132	7357	5080
4968	521	8582	2511
5813	9000	5048	5723
1182	9221	189	699
5046	6121	3903	6431
9100	8525	7870	5800
1818	539	8789	5192
1279	3626	7318	7867
6685	6719	1945	957
5572	2768	3942	1322
2791	5282	1015	9077
975	4764	6586	2648
4680	727	7585	1129
2427	657	1822	1609
6568	381	8855	3714
8268	9051	3941	6832
9064	8915	7178	8615
7406	6801	1642	2250
6122	1701	3309	9613
9141	2821	6695	6395
6758	434	4357	1461
2573	9015	699	9078
1928	9342	8331	9932
134	9544	3786	224
6098	1596	1864	1797
3853	2820	2911	8019
1063	9040	494	4236
4076	8616	8692	7316
6189	2995	2360	6835
3106	6971	8221	1072
8581	1703	9963	4940
7168	3611	2836	4966
7219	9001	2992	9909
3942	1758	4207	9194
2567	1814	4921	2624
2991	2467	9051	7257
1507	3876	5651	9027
1048	1133	550	1596
3441	139	503	1734
4384	4455	538	1561
3389	9151	1155	328
2473	3064	7608	5543
6929	542	3216	2413
2502	5277	6309	9583
6947	4430	5722	1370
6191	4610	8915	6235
1456	9877	3015	104
4649	1505	9681	6883
9076	475	2479	8538
5843	5040	7812	2939
1812	685	6880	6545
1109	1495	5595	3335
1130	2596	6376	8024
5150	9926	3900	5570
7355	1056	7689	6084
3002	7357	8504	2349
5581	1741	490	6171
9555	4002	4382	5650
276	1783	6152	258
7249	3455	8266	3744
5799	6656	2394	6633
6273	9748	4544	6009
3602	1090	2384	1394
2625	4862	354	6345
3060	6346	9979	3379
9962	4804	2345	5136
8782	346	3613	6639
2795	9278	8326	613
1373	4085	4802	6864
8309	5819	651	2292
6465	3371	3488	7495
3828	498	3201	6255
2008	5877	2971	4095
8794	8745	5970	4302
2281	1408	8471	7691
6755	2539	4393	2153
3318	3864	6668	8554
6299	439	5411	7172
5952	1456	6304	3035
9611	9185	9992	7365
8813	8481	8530	7326
898	8032	8105	5738
5141	6009	5654	142
7053	593	314	6714
8979	2073	926	9498
200	5622	7032	4129
6968	2280	258	1079
1897	4143	8842	1875
4684	8103	8935	7887
5017	9086	9162	8021
8988	6224	7461	156
7599	8376	1366	8232
5870	9045	7807	1932
9078	5812	2154	2980
1898	1306	4785	8647
5014	2033	4451	8961
4298	5658	6112	7264
2596	4677	7644	6349
4886	5255	5792	3550
3246	2673	8938	9996
7940	9092	2422	1143
988	1945	1068	3432
9730	4478	4629	3669
5461	714	6194	1904
6769	6747	2426	4223
5750	6697	2207	2310
7930	6994	4616	2237
513	9500	1784	5762
4317	2354	7329	6300
9494	8118	35	8377
4090	5095	4088	6129
3413	5197	1549	2099
1503	6211	4975	7689
9124	2690	5456	3432
3551	6281	4618	1858
3138	7136	7829	1925
1669	3134	6586	6370
3429	4840	6154	7833
9440	5631	801	5033
3095	5103	1332	5803
4757	4093	2146	8556
770	3691	5665	8404
3955	5109	7318	165
7862	2261	8661	3514
3560	5672	1337	8437
1910	7443	6989	3076
3790	4281	2385	604
2813	3210	1374	7750
6021	3803	1575	3357
6260	7841	3876	8490
2526	9907	20	1850
3705	7186	1801	2682
910	8062	5999	7293
2741	7298	6772	2069
3968	4577	7511	854
3709	2041	4213	5641
8350	4025	6238	8354
5926	8036	8590	6523
2584	6424	2488	288
7818	3760	8287	6127
9124	9121	1717	723
7522	1054	5771	611
9559	8094	3623	1665
7753	4622	6648	225
2011	5781	5838	7517
7572	8550	826	3694
9077	9085	4764	2385
396	7079	5120	4090
9079	4010	2546	3768
4526	7421	2791	2027
2978	2850	3368	2587
1947	8858	5911	8822
1641	5242	4890	6121
9768	6237	5641	5042
7549	662	9701	6023
2229	6485	7884	7675
192	8362	8639	1640
679	1089	5472	8728
2385	1042	2764	4458
9522	3558	7917	2212
743	518	6981	5096
5049	5557	1246	103
7538	6204	4789	3814
5344	8038	9231	2976
7907	7484	4507	7075
9609	8375	28	4674
2154	6161	5489	3505
749	9680	6329	2848
6656	3171	8431	2944
6655	168	876	8455
9339	6214	2489	3053
3508	1499	5995	6335
2132	9288	3753	3442
5171	3375	4164	2465
8366	933	6340	1742
6882	4893	6177	2893
7946	2749	2511	3528
4240	936	3219	6775
4988	5456	9870	123
9597	6785	454	3803
8870	7821	3533	4175
7209	2460	8794	8309
1921	5782	4441	6194
2193	6731	8162	4138
5548	5208	7023	8893
7501	7801	4601	2234
9073	7460	6499	5049
5724	9771	2865	8625
3865	1917	3918	7074
2532	9924	121	6163
5789	4433	8012	4139
3878	8988	5309	2183
3967	6093	4191	5466
2257	1296	1134	2625
7026	1211	2436	6216
2561	2626	6911	6988
6639	7748	2258	1595
2310	6979	4484	819
6253	5198	6438	173
4274	8847	3980	336
9977	8975	7216	6167
8580	5574	1256	6235
1265	3041	8231	5491
762	4396	3012	1642
2518	9618	2671	4271
7597	1694	5275	8178
7716	1583	5250	1975
6528	7219	7443	5906
1476	2325	4027	8935
4921	6184	7065	7808
2218	1201	1341	3403
5618	1399	3558	9457
7604	7916	4078	8588
5148	5848	8512	9441
1914	1905	4586	4978
8630	5367	8117	41
2226	1152	564	7772
8514	1074	721	3396
910	2724	3337	8336
5769	9215	5854	3305
2553	7578	6761	585
9466	7169	227	9234
8081	1475	4188	3463
2379	2764	1925	1097
8655	7873	1090	7175
9657	1508	8376	1525
1047	7532	546	9766
8169	7305	1503	2777
9814	5796	4621	4359
8819	1015	4498	1713
629	7676	4918	5298
7471	6115	2627	5214
3990	1621	1344	3287
7590	1974	4701	1330
2169	9871	5088	9481
3929	4668	9865	139
8014	6697	4585	4827
9314	491	9931	1453
5168	2495	9227	3740
7953	2650	5645	4370
9116	8506	3119	5817
9837	9911	982	1076
4875	8524	5244	3807
3560	4290	8631	3381
311	1051	9999	7817
351	9342	1731	5747
5329	2518	3686	69
4176	5465	8773	5237
2979	2718	5933	5718
7182	3441	3691	3743
197	2152	7966	1507
3105	8331	3064	5658
5311	9881	3392	4133
5689	9770	4169	8278
277	3761	8871	9609
2220	2673	8800	5546
5190	9190	20	2123
1116	151	5356	3106
1770	27	3119	5970
2359	9452	5753	4249
1670	6960	9164	7266
9525	1283	8453	7215
5822	1054	8385	8407
4385	347	5805	9813
6514	9212	8232	5065
6013	2095	2027	2221
4899	5041	9292	5567
4792	7108	2180	9342
1218	9735	1098	6056
3840	376	2401	1906
2582	5842	8137	8768
8050	8673	7845	3204
6972	3934	2351	5351
3420	1516	681	4678
1601	4284	5583	8556
1279	6774	7483	8236
8099	5467	1147	3320
6660	7607	1840	6534
8767	4554	2977	8276
3542	5869	256	5190
5547	5386	9200	9144
2123	6	3743	8515
5914	8662	9500	7803
6627	2216	1914	1017
6075	4990	2220	8963
7016	2932	419	7509
6274	5841	3651	8196
113	4972	3614	2890
6178	2510	9994	9750
3462	7074	1971	6345
8997	8910	5725	1440
7055	9449	9075	9680
5158	9068	5782	2160
7944	5024	5326	4090
6763	6319	3178	7778
5079	8349	2644	3570
6334	8731	5285	4665
2990	2606	6297	3859
9443	4812	6319	3897
2539	4918	1352	8926
4611	7485	9452	4254
6735	4004	5409	7688
5873	9326	5852	6694
4058	920	6075	938
7242	5747	4308	1948
7612	3220	2763	7577
9626	2212	3227	8466
7892	9372	9063	1303
1446	9888	6055	9658
8394	1527	8145	3653
2694	887	607	8487
3014	8398	4547	9923
6628	8119	7529	700
6087	9852	593	6432
9657	7196	5313	438
3740	5878	4867	8118
552	7541	6037	8987
3336	6981	6608	6707
8218	2832	8069	3729
6239	5204	5687	4373
2701	7582	5570	6862
7256	1610	3988	3713
7738	6821	5994	8675
7976	7288	3184	1709
1743	1315	2015	9730
2053	8217	6124	7309
6954	9657	7996	9079
3476	8186	3786	1218
2994	5541	7261	6032
220	3187	6370	694
7740	7103	4236	9106
2652	3342	1496	5066
3482	1625	3861	9417
6495	8313	6803	8156
8100	7449	2383	3341
7040	9926	8900	4216
4583	9864	7770	1926
9217	2773	9217	7399
4010	679	8500	3644
4233	9927	9378	4561
3526	884	7497	3014
3001	2809	5285	1420
2438	7302	4574	6613
5415	3118	9324	3724
3627	795	2270	4122
6757	4690	3728	480
2299	1985	8824	9247
19	9356	5588	8916
1028	2193	123	6096
9193	7687	5626	7139
3062	4137	2433	709
5527	898	3768	3243
9345	4756	6145	8485
7442	2359	284	9827
290	6282	3013	3559
8539	7920	5867	2025
6214	2880	269	2601
3806	9156	7954	302
1944	1281	8284	939
5755	7476	9760	9958
5296	3527	9554	5093
8600	3445	7954	6362
210	1792	1240	1751
8146	9573	7106	7828
5663	3075	5740	5072
9325	9914	6836	2869
715	753	9623	3410
2196	9330	8996	5934
4609	1333	782	8748
5742	7717	680	1448
4549	5400	7069	4199
5100	3760	1657	6375
1967	4715	2615	4792
4712	2437	4523	4980
7091	6092	4556	8065
5921	9737	1105	9665
2525	379	3406	7094
8686	5328	695	353
2002	9308	2144	5375
5207	7620	1677	8438
817	8684	1531	9809
5166	7170	9946	4805
3230	2997	205	5242
9576	9834	7322	158
3928	8023	6314	1285
81	7116	2061	5604
5418	3052	7534	2317
41	8235	3892	9604
906	8118	1426	2799
7282	5802	7008	5231
8315	1133	3247	9610
5563	7863	9918	9923
285	4116	5457	1692
2088	5828	6767	3276
3130	6055	1577	3366
5462	5574	230	6442
1330	681	5963	4336
4832	9135	6982	293
5354	1160	5746	1722
478	9335	8703	9742
6244	6095	7374	8804
1797	5341	8456	5241
5662	214	4376	5916
1082	8581	1393	4148
2322	9779	6073	3148
9908	3341	3258	2313
8344	5580	4145	5480
5059	8513	2735	2007
7842	7668	1002	9166
3142	3373	5857	3549
1559	691	5374	5921
119	2336	2358	1723
3639	9233	2951	8439
8775	4477	3141	1579
577	8796	4907	2792
6144	8579	141	27
1698	8763	3588	1702
9199	5630	2834	8967
4564	6177	1420	7976
5732	1386	3750	7247
4657	8610	1991	6860
8235	2978	8886	1283
8326	8327	5317	7475
168	7108	7500	1181
4630	1800	6150	2495
7665	3571	3620	5624
278	9081	9304	5595
2444	7337	643	2407
4586	2812	8212	1022
4575	8337	1088	6176
9368	6542	3488	8103
8785	5655	8343	9125
6160	8947	5395	1119
784	9162	954	6222
7614	6369	3789	9756
8166	8549	1119	5653
5518	8637	2193	1201
2264	8441	6491	2903
7031	964	1635	3561
5247	9504	9063	4010
2855	6578	8717	7183
4245	7654	3990	6474
9318	1120	5114	9418
2641	1710	3169	7498
2971	7181	8775	5273
3382	4436	5122	994
4214	5349	6555	183
7726	6414	7196	4806
7309	3304	8376	5255
5513	3664	7551	6005
3072	6003	489	1257
4429	2561	1009	4055
4162	5231	1298	9713
8852	6894	7952	7587
7631	8222	2326	9778
9175	784	808	3508
2066	5238	3944	3515
6568	3141	6684	2642
9628	1183	834	359
7334	8939	85	6953
4914	6371	5206	2917
9779	763	4011	8528
9030	9847	1913	2347
6810	234	6468	8867
7008	895	4047	6556
2612	3532	436	5836
5049	5170	5786	3722
1117	619	3589	3884
9123	3053	7942	7881
4037	6076	5828	5557
5387	9206	4790	3322
9602	176	9868	1551
9168	9282	3805	7505
4885	5905	1948	8712
9859	3673	2544	4356
9862	4075	3696	1474
41	890	7843	9538
7832	2072	4142	2432
2430	8945	9138	2550
2737	4827	1606	8946
6885	9829	6910	6085
2553	7675	3894	4696
288	2613	3465	2633
5440	3576	4521	2444
5241	9014	1253	4261
